ticket_id,date,customer_tier,subject,description,status,resolution
T-1158,2024-06-10,Enterprise,VM paused unexpectedly on free tier,Free tier VM paused without warning after 20 days of activity.,resolved,Free tier VMs are paused after 30 days of inactivity. Customer restarted and upgraded to Pro.
T-1159,2024-07-11,Business,Payment method declined,Credit card is being declined on payment form even though card is valid.,resolved,Card processor flagged transaction as suspicious. Customer tried a different card successfully.
T-1160,2024-08-12,Pro,Slow disk I/O on Standard SSD volume,Database queries taking 2x longer than expected. Disk throughput appears throttled.,open,
T-1161,2024-09-13,Enterprise,"MFA device lost, cannot log in",Lost phone with authenticator app. Cannot use backup codes (also lost).,resolved,Verified identity via out-of-band process. Disabled MFA. Customer re-enrolled on new device.
T-1162,2024-10-14,Business,Kubernetes node not joining cluster,Added new node pool to NKS cluster. Nodes stay in NotReady state.,escalated,Incorrect kubeadm token. Ran 'kubeadm token create' and re-joined nodes. All nodes Ready.
T-1163,2024-11-15,Enterprise,Object storage bucket returns 403,S3-compatible API returns 403 Forbidden on all GET requests to bucket.,resolved,Bucket ACL was set to private. Customer updated bucket policy to allow their service account.
T-1164,2024-12-16,Free,Load balancer health check failing,Backend VMs are healthy but load balancer shows them as unhealthy.,resolved,Health check path was /healthz but app serves /health. Updated health check path in LB config.
T-1165,2024-01-17,Pro,Cannot resize VM - option greyed out,Resize option is greyed out in the dashboard for running VM.,resolved,VM must be stopped before resizing. Guided customer through stop → resize → start workflow.
T-1166,2024-02-18,Pro,Terraform provider authentication error,Terraform apply fails with: 'invalid API key' even though key is correct.,escalated,API key had trailing newline in the environment variable. Fixed with: export NIRVANA_API_KEY=$(cat key.txt | tr -d '\n')
T-1167,2024-03-19,Free,DNS record not propagating,Updated A record 17 hours ago but domain still resolves to old IP.,escalated,Old TTL of 86400s was still in effect. Had to wait for TTL expiry. Lowered TTL to 300s going forward.
T-1168,2024-04-20,Pro,Requesting refund for unused subscription,Customer cancelled service and wants a prorated refund for 22 unused days.,open,
T-1169,2024-05-21,Free,VPN tunnel keeps dropping,Site-to-site VPN tunnel disconnects every 30 minutes. IKEv2 session expires.,escalated,IKE lifetime mismatch between Nirvana and customer router. Aligned to 28800s / 3600s. Stable since.
T-1170,2024-06-22,Free,Container image push fails with 401,Docker push to Nirvana Container Registry fails with 'unauthorized' error.,escalated,API key used for auth had expired. Generated new key and re-ran 'docker login'.
T-1171,2024-07-23,Free,High CPU alert not triggering,CPU has been at 100% for 20 minutes but no alert was received.,resolved,Alert evaluation window was set to 30 minutes. Customer lowered to 5 minutes. Alert fired correctly.
T-1172,2024-08-24,Enterprise,Invoice shows incorrect company name,Company name on invoice is Nirvana Inc. instead of the legal entity name.,open,
T-1173,2024-09-25,Enterprise,SSH key rejected on existing VM,Added new SSH public key in settings but cannot log in with it on existing VM.,escalated,SSH keys must be associated at VM creation time. Guided customer to create snapshot and relaunch.
T-1174,2024-10-26,Enterprise,Spot instance interrupted during training,ML training job interrupted due to spot instance reclamation. Lost 4 hours of progress.,resolved,Advised enabling checkpointing every 30 minutes and using a persistent volume for checkpoints.
T-1175,2024-11-27,Pro,Network latency between VMs is high,Ping between two VMs in same region is 40ms. Expected <5ms.,open,
T-1176,2024-12-28,Enterprise,Webhook not receiving events,Configured webhook endpoint but not receiving any events after 16 hours.,escalated,"Endpoint was returning 500 on Nirvana's test event. After fixing endpoint, events arrived within seconds."
T-1177,2024-01-01,Pro,Outbound email from VM being rejected,Emails sent from VM on port 25 are rejected by receiving mail servers.,resolved,Port 25 is blocked by default. Customer switched to port 587 (SMTP submission) via SendGrid relay.
T-1178,2024-02-02,Enterprise,Kubernetes PVC stuck in Pending,PersistentVolumeClaim stays Pending. Pod cannot schedule.,resolved,StorageClass was not set to 'nirvana-block'. Updated PVC manifest with correct storageClassName.
T-1179,2024-03-03,Enterprise,Free tier credit not applied,Account shows $0 credits despite signing up within trial period.,resolved,Credit promotion code was not entered at signup. Applied credit manually after verification.
T-1180,2024-04-04,Free,SSO login loop,"After configuring SAML SSO, login redirects in a loop without completing.",resolved,ACS URL in IdP config had a trailing slash mismatch. Corrected URL. SSO working correctly.
T-1181,2024-05-05,Enterprise,VM shows wrong timezone,System clock on VM is off by 34 hours. Services logging in wrong timezone.,open,
T-1182,2024-06-06,Business,Object storage upload times out for large files,Uploading files over 20GB times out partway through.,resolved,Switched to multipart upload (aws s3 cp with default multipart threshold). Upload completed successfully.
T-1183,2024-07-07,Pro,Auto-scaling not triggering scale-out,CPU consistently above 80% but scaling group is not adding VMs.,resolved,Scaling policy evaluation window was 30 minutes. Lowered to 5 minutes. Scale-out now triggers correctly.
T-1184,2024-08-08,Business,Cannot delete VM - shows error,Attempting to delete VM results in 'resource in use' error.,resolved,"VM had an attached floating IP. Detached floating IP first, then deleted VM successfully."
T-1185,2024-09-09,Pro,API rate limit hit unexpectedly,Application receiving 429 responses from Nirvana API during peak hours.,resolved,Application was polling VM status every second. Switched to webhook events. Rate limit no longer hit.
T-1186,2024-10-10,Business,Windows VM cannot activate,Windows Server VM showing activation error after launch.,resolved,Nirvana uses KMS activation on an internal server. Configured Windows KMS client key and pointed to internal KMS.
T-1187,2024-11-11,Business,Requesting P1 escalation for production outage,Production system is completely down. 5 customers affected. Revenue impact.,resolved,Escalated to Tier 4 engineering. Root cause: network switch failure in rack. VMs live-migrated. Resolved in 5 minutes.
T-1188,2024-12-12,Business,Data transfer between regions charged unexpectedly,Expected cross-region transfer to be free but being charged $0.02/GB.,resolved,Cross-region transfer is $0.02/GB per pricing policy. Advised using object storage replication for bulk transfers.
T-1189,2024-01-13,Free,Cannot enable IPv6 on existing VPC,Option to enable IPv6 is greyed out on an existing VPC.,open,
T-1190,2024-02-14,Business,Cannot log in after password reset,Customer reset password but login still fails with invalid credentials error.,open,
T-1191,2024-03-15,Enterprise,VM stuck in Pending state,Launched a standard-4 instance in us-east-1; still shows Pending after 15 minutes.,escalated,Capacity was temporarily exhausted in us-east-1. VM launched after manual intervention by ops team.
T-1192,2024-04-16,Enterprise,SSH connection refused on port 22,Cannot SSH into VM after reboot. Getting 'Connection refused' on port 22.,resolved,Firewall rule for TCP 22 was inadvertently removed. Added rule back via dashboard.
T-1193,2024-05-17,Business,Volume not mounting after VM reboot,Attached volume /dev/vdb disappears after VM restart. Need to remount manually each time.,resolved,"Added persistent mount entry to /etc/fstab: /dev/vdb /data ext4 defaults,nofail 0 2"
T-1194,2024-06-18,Business,Account locked after failed login attempts,Customer locked out after 3 failed login attempts. Cannot reset password via email.,escalated,Unlocked account manually. Guided customer through password reset and 2FA setup.
T-1195,2024-07-19,Business,High outbound data transfer charges,Monthly bill is 5x higher than expected. Suspecting unexpected data transfer fees.,escalated,Found misconfigured backup job sending 1TB/day to S3-compatible endpoint. Fixed job config.
T-1196,2024-08-20,Business,GPU instance VRAM lower than spec,gpu-small shows 14GB VRAM instead of 16GB as advertised.,open,
T-1197,2024-09-21,Pro,Snapshot restore failed,Attempting to restore snapshot snap_8472 results in 'Restore failed' error.,resolved,Engineering investigated. Snapshot had filesystem corruption. Customer took new snapshot successfully.
T-1198,2024-10-22,Pro,Cannot connect to VM after firewall rule change,Added a new firewall rule to restrict SSH. Now locked out completely.,escalated,Accessed VM via console and corrected firewall rules. Added a 'allow from admin IP' rule.
T-1199,2024-11-23,Business,VM paused unexpectedly on free tier,Free tier VM paused without warning after 30 days of activity.,escalated,Free tier VMs are paused after 30 days of inactivity. Customer restarted and upgraded to Pro.
T-1200,2024-12-24,Free,Payment method declined,Credit card is being declined on payment form even though card is valid.,escalated,Card processor flagged transaction as suspicious. Customer tried a different card successfully.
T-1201,2024-01-25,Business,Slow disk I/O on Standard SSD volume,Database queries taking 2x longer than expected. Disk throughput appears throttled.,escalated,Standard SSD burst credits were exhausted. Upgraded customer to Performance SSD volume.
T-1202,2024-02-26,Pro,"MFA device lost, cannot log in",Lost phone with authenticator app. Cannot use backup codes (also lost).,resolved,Verified identity via out-of-band process. Disabled MFA. Customer re-enrolled on new device.
T-1203,2024-03-27,Business,Kubernetes node not joining cluster,Added new node pool to NKS cluster. Nodes stay in NotReady state.,open,
T-1204,2024-04-28,Pro,Object storage bucket returns 403,S3-compatible API returns 403 Forbidden on all GET requests to bucket.,resolved,Bucket ACL was set to private. Customer updated bucket policy to allow their service account.
T-1205,2024-05-01,Enterprise,Load balancer health check failing,Backend VMs are healthy but load balancer shows them as unhealthy.,open,
